id,fac,rut,estadoprod,proveedor,producto,clase_modelo,costo_UF,valor_UF,Tipo_Pago,n_pagador,vendedor,fecha_contrato,meses_contrato,meses_renovacion,fecha_factura,fecha_inst_fac,codigo_servicio,ip,gw,ip_router,modelo_router,dir_inst,comentarios
143,0,76.018.196-K,de baja,tna solutions,reseller,Reseller 100 GB ,0,1.2,mensual,,,,,,,,,,,,,,ovalbox.cl ovalgroup.cl ovalpass.cl ovaltrade.cl
144,0,76.018.196-K,de baja,tna solutions,soporte,Soporte On site ,0,3,mensual,,,,,,,,,,,,,,4 H. Soporte on site ( 2 Visitas Quincenales ) 
145,0,76.018.196-K,de baja,tna solutions,soporte,SOporte On - Line  8 h,0,2,mensual,,,,,,,,,,,,,,8 Horas soporte remoto 
146,0,76.587.136-0,de baja,tna solutions,hosting,servicio de Hosting 9G,0,4,mensual,,,,,,,,,,,,,,
147,0,77.253.090-0,de baja,telefonica empresas,adsl,ADSL 50 MB,0,0,mensual,,,,,,,,7495204,,,,,,
148,0,77.253.090-0,activo,tna solutions,telefonia ip,100 min,0.19,0.25,mensual,,,,,,,,,,,,,,2 telefonos T21p - DID 232100778
149,0,77.253.090-0,activo,pit chile,enlace dedicado,100-10,5.23,7.23,mensual,FAC PIT 144,,08-09-17,60,,,,LLAMOV14703,,,,,PRESIDENTE RIESCO 5330 LAS CONDES - LOCAL 101C,
150,0,78.454.700-0,activo,tna solutions,equipo en comodato,MKT 2011,0,0,mensual,,,,,,,,,,,,, AV AMERICO VESPUCIO 2100, AV AMERICO VESPUCIO 2100
151,0,76286709-5,activo,pit chile,enlace dedicado,100-10,5.01,7.38,mensual,FAC PIT 83,,01-08-17,,,,,LLAMOV14510,,,,,NUEVA CENTRAL 4588 CONCHALI,
152,0,76.099.521-5,activo,tna solutions,hosting,25 GB ,0,7,anual,,,,,,,,,,,,,,
154,0,76.222.023-7,de baja,tna solutions,telefonia ip,500 min,0.46,0.25,mensual,,,,,,,,,,,,,,1 telefono T21p - DID: 232100712 Anexo: 200 clave: !B!ZBoNi?L Dominio: natural.pbx
155,0,76.222.023-7,de baja,gtd manquehue,adsl,50 Mb,1.3,1.43,mensual,INTFTTH254916,,,,,,,7502021,,,,,,telefono soporte GTD: 600 950 5000
156,0,76111152-3,activo,tna solutions,telefonia ip,2.000 min.,0.46,1.6,mensual,,,,,,,,,,,,,,"Servicio de Central Telefónica Cloud Básica Concepción (0,4uf), Quilpue (0,4uf), Temuco (0,4uf), Antofagasta (0,4uf)"
157,0,76111152-3,activo,tna solutions,did adicional,1 DID +,0,0.48,mensual,,,,,,,,,,,,,,
158,0,76409351-8,activo,tna solutions,equipo en comodato,MKT 3011,0,0,mensual,,,,,,,,,,,,,,
159,0,76409351-8,activo,tna solutions,telefonia ip,500 min,0.19,0.25,mensual,,,,,,,,,,,,,,
160,0,76.057.687-5,activo,tna solutions,enlace dedicado,20-20,0,8,mensual,,,,,,,,TNA,,,,,,
161,0,76.057.687-5,activo,tna solutions,telefonia ip,1.000 min,0.74,0.96,mensual,,,,,,,,,,,,,,"2 num a portar, 8 anexos"
162,0,76.093.861-0,activo,pit chile,enlace dedicado,100-20,3.95,7.05,mensual,FAC PIT 56,,28-06-17,,,,,LLAMOV14606,,,,,ROMAN DIAZ 205 PROVIDENCIA - OF 505,"Román Díaz 205, Oficina 505, Providencia"
163,0,81.246.800-6,activo,tna solutions,telefonia ip,Central Virtual 500 Min.,0.27,0.78,mensual,,,,,,,,,,,,,,
164,0,76.181.442-7,en traslado,pit chile,enlace dedicado,20-may,4.44,5.5,mensual,,,,,,,,LLAMOV14724,,,,,,"TRASLADO A CASAMUSA FAC391 - Avda. Kennedy Nº5488, Oficina 1306, Vitacura"
165,0,76.181.442-7,de baja,tna solutions,did adicional,4 DID adicionales,0,0.6,mensual,,,,,,,,,,,,,,"TRASLADO A CASAMUSA FAC391 - Avda. Kennedy Nº5488, Oficina 1306, Vitacura"
166,0,76.607.184-8,en traslado,pit chile,enlace dedicado,100-50,7.93,16.5,mensual,FAC PIT 32,,29-11-17,,,,,LLAMOV14201,,,,,"Queule 2642, La Pintana",
167,0,76.607.184-8,en traslado,pit chile,enlace dedicado,100-50,6.13,10,mensual,FAC PIT 204,,24-08-17,,,,,LLAMOV14763,,,,,"Queule 2642, La Pintana",
168,0,76.181.442-7,de baja,telefonica empresas,adsl,50 MB,0,0,mensual,,,,,,,,7511452,,,,,,"TRASLADO A CASAMUSA FAC391 - Avda. Kennedy Nº5488, Oficina 1306, Vitacura"
169,0,76.449.789-9,activo,pit chile,enlace dedicado,100-10,5.13,7.9,mensual,FAC PIT 189,,31-08-17,,,,,LLAMOV14772,,,,,NAPOLEON 3233 LAS CONDES,Napoleón 3233
170,0,76.360.929-4,de baja,pit chile,enlace dedicado,100-20,0,12,mensual,,,,,,,,LLAMOV14803,,,,,,
171,0,96.986.170-4,activo,pit chile,enlace dedicado,100-20,5.13,8.5,mensual,FAC PIT 174,,14-08-17,,,,,LLAMOV14751,,,,,HOLANDA 99 PROVIDENCIA - PISO 3. OFICINA 301,"Holanda 090, Piso 3. Oficina 301"
172,0,76.480.929-7,en traslado,pit chile,enlace dedicado,100-10,5.13,8,mensual,FAC PIT 218,,24-08-17,,,,03-06-18,LLAMOV14810,,,,,GENERAL DEL CANTO 105 PROVIDENCIA,Se traslada a Casa Musa Matta
173,0,76.094.894-2,de baja,tna solutions,equipo en comodato,T21P,0,0,mensual,,,,,,,,,,,,,,préstamo 1 mes para prueba de telefonia 
174,0,76.534.218-k,activo,tna solutions,did adicional,DID Adicional,0,2.5,mensual,,,,,,,,,,,,,,
175,0,76.534.218-k,activo,tna solutions,telefonia ip,10k min,9.23,12,mensual,,,,,,,,,,,,,,
176,0,76.534.218-k,activo,tna solutions,pack ip,8 IPs,0.08,4.5,mensual,,,,,,,,,,,,,,
177,0,76.324.590-K,activo,pit chile,enlace dedicado,100-10,5.05,8.5,mensual,FAC PIT 158,,23-08-17,,,,,LLAMOV14671,,,,,PADRE LUIS DE VALDIVIA 333 (BARRIO LASTARRIA) SANTIAGO,PADRE LUIS DE VALDIVIA 333 (BARRIO LASTARRIA) SANTIAGO -  DVR  IP 192.168.1.99/24 Gateway 192.168.1.1 DNS 192.168.1.1
179,0,99.556.110-7,activo,telefonica empresas,punto a punto,S&A y GTD,26.8,28,mensual,201600044-201603982-201601212,,11-07-19,60,,,,VIP 13224 - VIP 13223,,,,,"Huerfanos  725, Santiago - Av. Pedro de Valdivia  1609, Providencia",
180,0,78.469.420-8,activo,tna solutions,telefonia ip,basica 2k min,1.23,1.6,mensual,,,,,,,,,,,,,,
181,0,96.785.290-2,de baja,tna solutions,soporte,Mantencion web ,0,3.5,mensual,,,,,,,,,,,,,,
182,0,76.541.256-0,de baja,tna solutions,telefonia ip,Serv. audio conferencias,0,0,mensual,,,,,,,,,,,,,,
183,0,76.541.256-0,de baja,tna solutions,telefonia ip,Licencia 3cx,2.31,3.58,mensual,,,,,,,,,,,,,,
184,0,76.018.196-K,de baja,tna solutions,vps,500 GB,0,3,mensual,,,,,,,,,,,,,,
185,0,76.534.218-k,activo,tna solutions,enlace dedicado,piso 16,0,4.52,mensual,,,,,,,,,,,,,,
186,0,76.534.218-k,activo,tna solutions,colocate,1 U Netquest,0,2,mensual,,,,,,,,,,,,,,
190,0,76.039.028-3,de baja,tna solutions,soporte,32 Horas Soporte on site,0,20.4,mensual,,,,,,,,,,,,,,centena 2-32742000 hasta 2-327420099.
191,0,99.534.800-4,activo,pit chile,enlace dedicado,100/10,5.77,9.21,mensual,FAC PIT 272,,01-12-17,,,,,LLAMOV14964,,,,,KENNEDY 7900 VITACURA - OFICINA 201,"Kennedy 7900, oficina 201, Vitacura"
192,0,76.607.184-8,en traslado,pit chile,enlace dedicado,100-10,5.42,7.1,mensual,FAC PIT 300,,23-02-17,,,,,LLAMOV15021,,,,,"Queule 2642, La Pintana",
193,0,96.927.920-7,en traslado,pit chile,enlace dedicado,100-10,4.93,9.2,mensual,FAC PIT 244,,29-11-17,36,,,,LLAMOV14915,,,,,SAN ANTONIO 385 SANTIAGO - OFICINA 503,Se traslada a Casa Musa Manuel Rodriguez
194,0,76.480.929-7,en traslado,pit chile,enlace dedicado,100-10,4.53,7.2,mensual,FAC PIT 259,,26-10-17,,,,03-06-18,LLAMOV14932,,,,,TRES 326 COLINA,Se traslada a Casa Musa Las Condes
195,0,76.177.621-5,activo,pit chile,enlace dedicado,100-50,5.21,11.86,mensual,FAC PIT 293,mao,28-11-17,36,,,,LLAMOV15035,,,,,"Apoquindo 5400 piso 2, Las Condes",
196,0,76.177.621-5,activo,tna solutions,telefonia ip,5000,2.69,3.5,mensual,,romina,,,,,,3cx - KJ6H-GSBU-SYWH-QKCJ,,,,,,
197,0,76.380.318-K,de baja,tna solutions,hosting,9 GB,0,4,anual,,,,,,,,,,,,,,
198,0,76.295.486-9,activo,tna solutions,telefonia ip,1.000 min,0.71,0.92,mensual,,,,,,,,,,,,,,
199,0,76.295.486-9,activo,didww,did adicional,DID adicional peru,0.42,0.55,mensual,,,,,,,,,,,,,,
200,0,76.295.486-9,activo,tna solutions,did adicional,DID adicional x 2,0.31,0.4,mensual,,,,,,,,,,,,,,
202,0,763784134,activo,tna solutions,enlace dedicado,50-10,0,7.5,mensual,,,,,,,,,,,,,,Con equipo - Mikrotik RB 951G y  Acces Point  : ip: 172.16.10.1 user: solarity password: Acceso.2018..
203,0,76.397.334-4,activo,tna solutions,hosting,9GB,0,2.2,anual,,,,,,,,,,,,,,
204,0,76129526-4,activo,tna solutions,soporte,1.5 Hrs. semanales Vitacura,0,4.5,mensual,,,,,,,,,,,,,,
205,0,76129526-4,activo,tna solutions,telefonia ip,Basica 500 Min,0.46,0.62,mensual,,,,,,,,,,,,,,
206,0,76.558.268-7,de baja,pit chile,telefonia ip,5.000 min,0,0,mensual,,,,,,,,LLAMOV1442,,,,,,
207,0,82.409.100-5,activo,pit chile,mpls,MPLS 10 MB,3,46.02,mensual,FAC PIT 166,,25-01-18,36,,,25-01-18,LLAMOV15075 - LLAMOV 15191,,,,,"Orrego Luco 150, Providencia","Orrego Luco 150, Providencia"
208,0,82.409.100-5,activo,pit chile,mpls,MPLS 5 MB,3.37,0,mensual,FAC PIT 291,,30-01-18,36,,,30-01-18,LLAMOV15076,,,,,Tranqueras 56 - Las Condes,Tranqueras 56 - Las Condes
209,0,82.409.100-5,activo,pit chile,mpls,MPLS 5 MB,3.37,0,mensual,FAC PIT 303,,23-01-18,36,,,23-01-18,LLAMOV15077,,,,,Curicó 244 - Santiago,Curicó 244 - Santiago
210,0,82.409.100-5,activo,pit chile,mpls,MPLS 5 MB,4.68,0,mensual,FAC PIT 375,,05-06-18,36,,,05-06-18,LLAMOV15078,,,,,Av. Kennedy 5314 Local 567 - Las Condes,Av. Kennedy 5314 Local 567 - Las Condes
211,0,82.409.100-5,activo,pit chile,mpls,MPLS 5 MB,3.37,0,mensual,FAC PIT 376,,22-01-18,36,,,22-01-18,LLAMOV15080,,,,,Los Herreros 8751 - La Reina,Los Herreros 8751 - La Reina
212,0,82.409.100-5,activo,pit chile,mpls,MPLS 5 MB,4.16,0,mensual,FAC PIT 377,,13-02-18,36,,,13-02-18,LLAMOV15079,,,,,"Alonso de Cordova 3026, Vitacura","Alonso de Cordova 3026, Vitacura"
213,0,82.409.100-5,activo,pit chile,mpls,MPLS 5 MB,3.65,0,mensual,FAC PIT 378,,19-01-18,36,,,19-01-18,LLAMOV15068,,,,,"Presidente Riesco 3178, Las Condes","Presidente Riesco 3178, Las Condes"
214,0,82.409.100-5,activo,pit chile,mpls,MPLS 5 MB,3.88,0,mensual,FAC PIT 379,,07-02-18,36,,,07-02-18,LLAMOV15067,,,,,"Charles Hamilton 125 , Las Condes","Charles Hamilton 125 , Las Condes"
215,0,82.409.100-5,activo,tna solutions,telefonia ip,6.000 Min,3.46,4.5,mensual,,,,,,,,,,,,,,
216,0,763784134,activo,tna solutions,telefonia ip,3.000 Min,1.62,2.1,mensual,,,,,,,,,,,,,,
217,0,78.469.420-8,activo,telefonica empresas,enlace dedicado,100-20,6.19,8.3,mensual,201602552,,14-08-16,60,,,,PSTIE20369,,,,,Av. Palacio Riesco of. 4201-A,EX the Cow PSTIE-20369
218,0,11.348.398-9,activo,tna solutions,hosting,9 GB,0,2,anual,,,,,,,,,,,,,,
219,0,93.689.000-8,activo,tna solutions,equipo en arriendo,Appliance 3CX Tower,0,1.02,mensual,,,,,,,,,,,,,,
220,0,93.689.000-8,activo,tna solutions,telefonia ip,1.000 Min,0.75,0.98,mensual,,,,,,,,3cx - ISOR-YFNK-IRD7-LWJM,,,,,,
221,0,93.689.000-8,de baja,bynarya,telefonia ip,Licencia 3cx ANUAL,35.77,46.5,anual,,,,,,,,,,,,,,
222,0,93.689.000-8,activo,tna solutions,telefonia ip,Mantencion 3CX ANUAL,8.92,11.6,anual,,,,,,,,,,,,,,
223,0,76.015.531-4,activo,tna solutions,reseller,100 GB,0,1.2,mensual,,,,,,,,,,,,,,https://restauranterosita.cl/ - Fukai.cl
224,0,76.803.046-4,activo,tna solutions,telefonia ip,3k min,0.42,3,mensual,,,,,,,,,,,,,,
225,0,76.803.046-4,activo,pit chile,enlace dedicado,100-10,5.01,9,mensual,FAC PIT 385,,10-12-18,,,,,LLAMOV14429 - LLAMOV 15349,,,,,"ARRAYAN 2750 , PROVIDENCIA","El Arrayan 2750, of 402, Providencia"
226,0,76.848.190-3,activo,tna solutions,telefonia ip,siptrunk 1.000 min ,1.85,2.4,mensual,,,,,,,,,,,,,,
227,0,76.015.531-4,de baja,tna solutions,equipo en comodato,t21p,0,0,mensual,,,,,,,,,,,,,,telefono instalado por urgencia el dia Viernes 02-03-2018
228,0,76.315.164-K,de baja,tna solutions,vps,25 GB,0,0.5,mensual,,,,,,,,,,,,,,
229,0,76.315.164-K,de baja,tna solutions,soporte,Remoto - 2 horas mes,0,0.5,mensual,,,,,,,,,,,,,,
230,0,76.315.164-K,de baja,tna solutions,telefonia ip,3cx licencia Anual ,6.92,9,mensual,,,,,,,,,,,,,,
231,0,93.689.000-8,activo,tna solutions,equipo en arriendo,Switch CISCO WS-C2960+24PC-L,0,0.59,mensual,,,,,,,,,,,,,,
232,0,93.689.000-8,activo,tna solutions,equipo en arriendo,Mikrotik RB3011UiAS-RM,0,0.8,mensual,,,,,,,,,,,,,,
233,0,65.058.385-k,activo,tna solutions,hosting,3 GB,0,1.3,anual,,,,,,,,,,,,,,
234,0,99.534.800-4,activo,pit chile,x conect,Murano,1.35,1.7,mensual,FAC PIT 272,,01-12-17,,,,,LLAMOV14964,,,,,KENNEDY 7900 VITACURA - OFICINA 201,
235,0,99.534.800-4,de baja,tna solutions,soporte,Manage Correo Zimbra,0,1.5,mensual,,,,,,,,,,,,,,
236,0,77.597.410-9,activo,tna solutions,telefonia ip,central ,1.62,2.1,mensual,,,,,,,,,,,,,,
237,0,77.597.410-9,activo,tna solutions,telefonia ip,plan 1.000 min,0.45,1.16,mensual,,,,,,,,,,,,,,
238,0,77.597.410-9,activo,tna solutions,colocate,1 U,0,2.5,mensual,,,,,,,,,,,,,,
239,0,77.597.410-9,activo,gtd manquehue,adsl,IPTV HD,1.1,1.2,mensual,,,,,,,,3233120,,,,,"Presidente Kennedy 5488,  piso 2,  Torre Sur",
240,0,76.093.906-4,de baja,tna solutions,canje,100 MB,38,38,mensual,,,,,,,,,,,,,,
241,0,76.093.906-4,de baja,tna solutions,canje,X-Connect x 7,26.6,26.6,mensual,,,,,,,,,,,,,,
242,0,76.093.906-4,de baja,tna solutions,canje,Premium IP,10.4,10.4,mensual,,,,,,,,,,,,,,
243,0,76.093.906-4,de baja,tna solutions,canje,Servicios agregados,10.2,10.2,mensual,,,,,,,,,,,,,,
244,0,76.093.906-4,de baja,tna solutions,canje,Uso espacio datacenter IFX (expansion),10,10,mensual,,,,,,,,,,,,,,
245,0,15.478.047-5,de baja,tna solutions,hosting,1 GB,0,1.5,anual,,,,,,,,,,,,,,Tinta Negra
246,0,15.478.047-5,de baja,tna solutions,hosting,1 GB,0,1.5,anual,,,,,,,,,,,,,,Cruz.cl
247,0,15.478.047-5,de baja,tna solutions,hosting,1 GB,0,1.5,anual,,,,,,,,,,,,,,xmart
248,0,76.140.595-0,activo,tna solutions,hosting,1 GB,0,1,anual,,,,,,,,,,,,,,
250,0,99.560.290-3,activo,tna solutions,telefonia ip,sipt trunk  20.000,46.15,60,mensual,,mao,,,,,21-09-16,,,,,,,Servicio Sip-Trunk Mensual que Incluye: - Administración de 15 Servicio de DID 600 - Administración de 2 Centenas (PRI) - 30 Canales VOIP - Enlace Dedicado Fibra Optica para Siptrunk hasta 120 canales
251,0,76815270-5,activo,tna solutions,telefonia ip,central telefonica 10.000,5.77,7.5,mensual,,,,,,,,,,,,,,
252,0,76815270-5,activo,tna solutions,did adicional,DID Adicional x 24,0,2.88,mensual,,,,,,,,,,,,,,
253,0,76.677.503-9,de baja,tna solutions,hosting,1gb,0,1.5,anual,,,,,,,,,,,,,,
254,0,76.534.218-k,activo,tna solutions,telefonia ip,Siptrunk 3k min,1.62,2.1,mensual,,,,,,,,3cx - G7UO-PY9I-8VO9-8SOO,,,,,,
255,0,76.534.218-k,activo,tna solutions,colocate,1U appliance 3cx,0,1.75,mensual,,,,,,,,,,,,,,
256,0,76.534.218-k,activo,didww,did adicional,Netquest Arg - Per - Col - Ecu,3.02,4.63,mensual,,,,,,,,,,,,,,
257,0,76.534.218-k,activo,tna solutions,telefonia ip,Mantencion y licencia 3cx ANUAL,4.69,6.1,anual,,,,,,,,,,,,,,
259,0,76129526-4,gasto,telefonica empresas,enlace dedicado,cobro por traslado,0.1,0,mensual,201604274 - 201603922,,,,,,, PSITIE24777 - PSITIE23755,,,,,de badajoz a huerfanos,ex grupobox
260,0,93.689.000-8,activo,tna solutions,equipo en comodato,T21P - 1,0,0,mensual,,,,,,,,,,,,,,Sucursal Las Condes
261,0,93.689.000-8,activo,tna solutions,equipo en comodato,T21p - 2,0,0,mensual,,,,,,,,,,,,,,Sucursal las Condes
262,0,76.480.929-7,activo,tna solutions,pack ip,2 x pack de 8 IP,0.16,1.06,mensual,,,,,,,,,,,,,,General del Canto 105 of 1207
263,0,76.480.929-7,activo,tna solutions,pack ip,pack 8 Ip ,0.08,0.75,mensual,,,,,,,,,,,,,,"Pasaje Tres Nº 326, Colina, Santiago"
264,0,76.480.929-7,activo,tna solutions,colocate,2 U ifx,0,5,mensual,,,,,,,,,,,,,,
265,0,76.480.929-7,activo,tna solutions,pack ip,Pack 8 ip,0.08,1.5,mensual,,,,,,,,,,,,,,Colocate ifx
266,0,76.424.530-K,de baja,tna solutions,mpls,20 Mb Enlace Internacional,0,4.6,mensual,,,,,,,,,,,,,,
267,0,76.152.362-7,de baja,pit chile,enlace dedicado,100-10,5.7,9.5,mensual,,,,,,,,LLAMOV14895,,,,,,"Av La Dehesa 181, Piso 11, Ofic 1107 a la 1112, Lo Barnechea"
269,0,78.454.700-0,activo,tna solutions,telefonia ip,Sip-Trunk,1.85,2.64,mensual,,,,,,,,3cx - 83PS-MRR7-BYR8-I84I,,,,,,DISTRIBUCION
270,0,78.454.700-0,activo,tna solutions,telefonia ip,Sip-Trunk,0.81,1.16,mensual,,,,,,,,3cx - 83PS-MRR7-BYR8-I84I,,,,,,Europerfiles Osorno Limitada
271,0,78.454.700-0,activo,tna solutions,telefonia ip,Sip-Trunk,1.6,2.31,mensual,,,,,,,,3cx - 83PS-MRR7-BYR8-I84I,,,,,,Europerfiles Concepcion S.A
272,0,78.454.700-0,activo,tna solutions,telefonia ip,Sip-Trunk,2,2.97,mensual,,,,,,,,3cx - 83PS-MRR7-BYR8-I84I,,,,,,CERRAMIENTOS TECNOLOGICOS S.A
273,0,76.118.556-K,activo,tna solutions,hosting,1 GB,0,1.5,anual,,,,,,,,,,,,,,digicam.cl
274,0,76.118.556-K,activo,tna solutions,hosting,Renov. Dominio ,0.7,1,bienal,,,,,,,,,,,,,,
275,0,76.129.319-2,de baja,tna solutions,equipo en comodato,WIFI Ubiquiti,0,0,mensual,,,,,,,,,,,,,,prueba de wifi 
276,0,76286709-5,en instalacion,tna solutions,colocate,1 U,1.5,2.87,mensual,,,,,,,,,,,,,,
277,0,76286709-5,en instalacion,pit chile,enlace dedicado,Para Collocate,0,3.56,mensual,,,,,,,,,,,,,,
278,0,93.689.000-8,activo,ifx,colocate,2 U ifx,0,7.89,mensual,,,,,,,,,,,,,,
279,0,7.748.952-5,activo,tna solutions,hosting,6 GB,0,2,anual,,,,,,,,,,,,,,baytelman.cl
280,0,76.743.719-6,activo,tna solutions,hosting,3 GB,0,1.8,anual,,,,,,,,,,,,,,
281,0,96.933.270-1,activo,tna solutions,hosting,6 GB,0,2.2,anual,,,,,,,,,,,,,,
283,0,76.848.190-3,activo,telefonica empresas,enlace dedicado,10-ene,6.56,5.4,mensual,201601774,,04-07-18,60,,,,PSTIE20068 - PSITIE24837,200.50.126.58/29,,,76.466.204-0,"Avenida Valle Norte 961, of 2702, Huechuraba",
284,0,76.230.578-K,de baja,tna solutions,hosting,10 GB,0,0,anual,,,,,,,,,,,,,,
285,0,76.534.218-k,activo,tna solutions,hosting,9 GB,0,4,anual,,,,,,,,,,,,,,
286,0,7.367.539-1,activo,telefonica chile,adsl,30 MB,1.25,0,mensual,,,,,,,,,,,,,,
289,0,76.466.204-0,gasto,tna office,gasto,OF,65,0,mensual,,mam,,,,,,,,,,,,
290,0,76.466.204-0,gasto,tna solutions,gasto,suel,350,0,mensual,,mam,,,,,,,,,,,,"1J-2,5D-0,6D-0,9R-0,3P-1,9M-0,7R"
291,0,76.466.204-0,de baja,bynarya,colocate,9 U,5.04,0,mensual,,,,,,,,,,,,,,MKT 1100 - Cpanel - Voip - SW 01 - VMW - Router - Border - SW02
292,0,76.466.204-0,gasto,tna solutions,gasto,CC Santander,0.5,0,mensual,,mam,,,,,,,,,,,,
293,0,99.541.390-6,activo,tna solutions,reseller,Reseller 100 GB - Anual,0,10,anual,,,,,,,,,,,,,,
294,0,82.409.100-5,activo,tna solutions,colocate,1 U MKT,0,0,mensual,,,,,,,,,,,,,,
295,0,76.466.204-0,gasto,tna solutions,gasto,W DNS 200 zonas,0.9,0,mensual,,mam,,,,,,,,,,,,
296,0,76.180.102-3,activo,tna solutions,did adicional,,0,0.16,mensual,,,,,,,,,,,,,,
297,0,76111152-3,de baja,tna solutions,telefonia ip,1k min,0.6,0.85,mensual,,,,,,,,,,,,,,
298,0,96.785.290-2,activo,tna solutions,vps,400 GB,0,7.22,mensual,,,,,,,21-06-18,,,,,,,
299,0,76129526-4,activo,telefonica empresas,enlace dedicado,100-20,8.33,9.85,mensual,201806067,,27-04-18,60,,,, PSITIE24777 - PSITIE23755,,,,,Jose Alcalde delano 10581 Local 1005,ex grupobox
300,0,76129526-4,activo,tna solutions,did adicional,1 DID,0,0.4,mensual,,,,,,,,,,,,,,
301,0,93.689.000-8,activo,pit chile,enlace dedicado,Punto a Punto ,3.63,5.5,mensual,FAC PIT 391,,20-06-18,,,,01-07-18,LLAMOV15352,,,,,SAN ISIDRO 1685 SANTIAGO,
302,0,76.099.521-5,activo,tna solutions,cctv,DNS para DVR,0,0.5,mensual,,,,,,,,,,,,,,
303,0,76.628.256-3,de baja,tna solutions,soporte,2m Horas hombre,0,74,mensual,,,,,,,,,,,,,,
304,0,76.534.218-k,activo,didww,did adicional,DID USA 800,1.17,1.5,mensual,,,,,,,,,,,,,,
305,0,76.534.218-k,activo,didww,did adicional,DID Sao Pablo,0.32,0.52,mensual,,,,,,,,,,,,,,
306,0,76.534.218-k,activo,didww,did adicional,DID Mexico,0.19,0.4,mensual,,,,,,,,,,,,,,
307,0,76.523.625-8,activo,tna solutions,did adicional,DID vina y valpo,0,0.4,mensual,,,,,,,,,,,,,,
308,0,76.523.625-8,activo,tna solutions,telefonia ip,1k min,0.84,1.2,mensual,,,,,,,,,,,,,,
309,0,76.534.218-k,de baja,tna solutions,colocate,2 U CJL,0,1.24,mensual,,,,,,,,,,,,,,
310,0,76.534.218-k,de baja,tna solutions,pack ip,IP Publica CJL,0,0.31,mensual,,,,,,,,,,,,,,
311,0,76.534.218-k,de baja,tna solutions,vpn,Vlan capa 2 CJG,0,0.16,mensual,,,,,,,,,,,,,,
312,0,76.534.218-k,de baja,tna solutions,pack ip,IP Privada CJG,0,0,mensual,,,,,,,,,,,,,,
314,0,78.454.700-0,activo,tna solutions,telefonia ip,Sip-Trunk,2.2,3.14,mensual,,,,,,,,3cx - 83PS-MRR7-BYR8-I84I,,,,,,Europerfiles Stgo
315,0,78.454.700-0,activo,tna solutions,telefonia ip,Sip-Trunk,0.92,1.32,mensual,,,,,,,,3cx - 83PS-MRR7-BYR8-I84I,,,,,,Eruroperfiles Vina
316,0,78.454.700-0,activo,tna solutions,telefonia ip,Sip-Trunk,0.46,0.66,mensual,,,,,,,,3cx - 83PS-MRR7-BYR8-I84I,,,,,,Termoquialit
317,0,78.454.700-0,activo,tna solutions,telefonia ip,Sip-Trunk,1.61,2.31,mensual,,,,,,,,3cx - 83PS-MRR7-BYR8-I84I,,,,,,Montajes S.A
318,0,76.858.593-8,activo,telefonica empresas,enlace dedicado,10-feb,4.72,6,mensual,201501642,romina,23-09-15,60,,,10-07-18,PSITIE18509,,,,," Andres Bello, 2233, Local 104, edificio Costaner Lyon",ex TPF
319,0,76.858.593-8,activo,tna solutions,telefonia ip,1.000 min,0.69,0.98,mensual,,romina,,,,,10-07-18,,,,,,,
320,1,76.768.946-2,activo,pit chile,enlace dedicado,10-ene,4.18,5.62,mensual,FAC PIT 341,romina,17-07-18,,,01-06-18,,LLAMOV15609,,,,,"Avda. Ricardo Cummings 746, Santiago",FAC341 (PIT) traslado de FAC222 Genesis
321,2,76.177.621-5,activo,gtd teleductos,enlace dedicado,100-50,9,11.86,mensual,FIL 730409,mao,30-10-18,36,,,,523038,,,,,"Apoquindo 5400 piso 2, Las Condes",
322,3,76.674.060-K,activo,pit chile,enlace dedicado,10-abr,5,6,mensual,FAC PIT 447,romina,13-08-18,,,10-01-90,,LLAMOV14058 - LLAMOV 15608,,,,,"Andres Bello #1567, Providencia",EX Dentalink
323,4,76.674.060-K,activo,tna solutions,telefonia ip,3k min,2.1,3.5,mensual,,romina,,,,10-01-90,01-10-18,,,,,,,
324,5,89.003.900-6,activo,tna solutions,enlace dedicado,100-20,0,13,mensual,,,,,,01-06-18,05-06-18,,,,,,"Badajoz 45, piso 5",
325,6,76.117.015-5,activo,tna solutions,telefonia ip,Discador 30 CH 5k min,4.1,5.82,mensual,Romina,,,,,01-06-18,04-06-18,,,,,,,
326,7,76.117.015-5,activo,tna solutions,soporte,Soporte para Discador,0,7,mensual,Romina,,,,,01-06-18,04-06-18,,,,,,,
329,10,76.117.015-5,activo,tna solutions solutions,router,apliance 1 U,0,4.4,mensual,Romina,,,,,01-06-18,04-06-18,,,,,,,
330,11,76.830.188-3,activo,tna solutions,hosting,reseller 5GB,0,3.05,anual,,,,,,01-06-18,04-06-18,,,,,,,
331,12,76.466.204-0,gasto,pit chile,enlace dedicado,1 GB,20,0,mensual,FAC PIT 179,,15-05-18,,,08-01-18,15-05-18,C1037918-DWF183388-DWF183389,,,,,"Badajoz 45 Piso 17, Las condes",
332,13,76.090.231-4,de baja,telefonica empresas,enlace dedicado,100-100,0,0,mensual,,,,,,10-01-90,,LLAMOV14058 ,,,,,,Se traslado a Allcom
333,14,96.927.920-7,activo,tna solutions,pack ip,8 IP /29,0,1.5,mensual,,,,,,10-01-90,,,,,,,,
